tweet_id,text,airline_sentiment,airline
1064,Huge thanks to @United for the smooth check-in and on-time departure,positive,United
1949,@Delta plane just pushed back from the gate #travel,neutral,Delta
1760,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous #travel",negative,Southwest
2020,"@Southwest website was down earlier, back up now I think !!",neutral,Southwest
1638,@American left my bag behind and won't answer the phone,negative,American
1860,"@Southwest crew was so rude to an elderly passenger, unacceptable !!",neutral,Southwest
1700,"Rude staff at @JetBlue check-in counter, never flying them again",positive,JetBlue
1444,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
2010,Flying @American tomorrow morning to Chicago for a work trip,neutral,American
1030,Loved the legroom and service on my @United flight today,positive,United
1308,"@JetBlue handled my delay well, free snacks and great communication 😊",positive,JetBlue
1184,"shoutout to @JetBlue for the free upgrade, made my day",positive,JetBlue
1476,"@Southwest charged hidden fees I never agreed to, so frustrated",negative,Southwest
1016,@Delta flight attendants went above and beyond today #travel,positive,Delta
1897,"@US Airways charged hidden fees I never agreed to, so frustrated",negative,US Airways
1256,Smooth landing comfy seats on time @JetBlue nailed it again,positive,JetBlue
1551,"@JetBlue delayed us 6 hours and gave zero updates, terrible !!",negative,JetBlue
1577,"@US Airways crew was so rude to an elderly passenger, unacceptable #travel",negative,US Airways
1209,"Kudos to @JetBlue staff, so friendly and helpful during my trip",positive,JetBlue
1380,"honestly @JetBlue did a great job today, no complaints at all",positive,JetBlue
1045,Loved the legroom and service on my @JetBlue flight today !!,positive,JetBlue
2322,"oh great, @US Airways delayed AGAIN, love spending my life in this airport",negative,US Airways
1101,"@Delta upgraded me for free, what a great surprise, flying again soon",positive,Delta
1311,Best airline experience in years thank you @JetBlue team #travel,positive,JetBlue
1039,"shoutout to @Delta for the free upgrade, made my day !!",positive,Delta
1656,My @JetBlue flight was overbooked and they bumped me without warning #travel,negative,JetBlue
1384,Best airline experience in years thank you @US Airways team 😊,positive,US Airways
2320,"thanks @JetBlue for losing my bag, exactly what I needed today #travel",negative,JetBlue
2275,"thanks @United for losing my bag, exactly what I needed today #travel",negative,United
2359,"flight was delayed but @JetBlue crew apologized and gave snacks, decent recovery !!",positive,JetBlue
1927,@United flight 245 departs at 9am from gate B12 😊,neutral,United
2382,"@Delta flight, some good some bad, about what I expected honestly",neutral,Delta
1932,Question for @American can I change my seat assignment online,neutral,American
1226,Huge thanks to @Southwest for the smooth check-in and on-time departure,positive,Southwest
1593,@Southwest left my bag behind and won't answer the phone,negative,Southwest
2326,wow @American really outdid themselves this time... 4 hours late and counting,negative,American
1373,"@US Airways handled my delay well, free snacks and great communication !!",positive,US Airways
1140,Smooth landing comfy seats on time @US Airways nailed it again !!,positive,US Airways
1385,"@JetBlue made my trip so easy, appreciate the effort !!",positive,JetBlue
1845,"@JetBlue cancelled my flight with no notice, absolutely furious",negative,JetBlue
1550,"Sitting on the tarmac for 3 hours with @Delta, this is ridiculous",negative,Delta
2089,Does anyone know the baggage policy for @Delta flights,neutral,Delta
1583,@Southwest customer service put me on hold for 2 hours,negative,Southwest
1556,"@United cancelled my flight with no notice, absolutely furious #travel",negative,United
2255,anyone else flying @American out of gate 22 today,neutral,American
2058,@United plane just pushed back from the gate !!,neutral,United
1490,"@JetBlue crew was so rude to an elderly passenger, unacceptable",neutral,JetBlue
2280,wow @US Airways really outdid themselves this time... 4 hours late and counting,neutral,US Airways
1864,"worst experience with @Southwest, missed my connection because of them !!",negative,Southwest
1162,Really impressed with @JetBlue customer service this week,positive,JetBlue
1538,"@United cancelled my flight with no notice, absolutely furious 😊",negative,United
1451,"@American lost my luggage again, worst airline ever 😊",negative,American
1774,"@American crew was so rude to an elderly passenger, unacceptable",neutral,American
2378,"@Delta flight, some good some bad, about what I expected honestly",neutral,Delta
1334,"@United handled my delay well, free snacks and great communication",positive,United
1511,"@JetBlue lost my luggage again, worst airline ever",negative,JetBlue
1808,Paid extra for @US Airways and still got squished in a tiny seat !!,negative,US Airways
1895,"worst experience with @Delta, missed my connection because of them",negative,Delta
2148,"Checked in for my @JetBlue flight, boarding starts at noon",neutral,JetBlue
1843,@American customer service put me on hold for 2 hours,negative,American
1386,"shoutout to @US Airways for the free upgrade, made my day",positive,US Airways
1765,"Sitting on the tarmac for 3 hours with @Southwest, this is ridiculous",negative,Southwest
2122,"@Delta flight was pretty average, nothing special either way",neutral,Delta
1014,"honestly @United did a great job today, no complaints at all #travel",positive,United
1473,"@US Airways crew was so rude to an elderly passenger, unacceptable",negative,US Airways
2222,anyone else flying @JetBlue out of gate 22 today,neutral,JetBlue
1599,"@US Airways delayed us 6 hours and gave zero updates, terrible",negative,US Airways
1881,"@Delta cancelled my flight with no notice, absolutely furious !!",negative,Delta
1018,"honestly @US Airways did a great job today, no complaints at all !!",positive,US Airways
1613,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1977,"@Southwest flight was pretty average, nothing special either way",neutral,Southwest
2007,@JetBlue plane just pushed back from the gate !!,neutral,JetBlue
1017,"@American handled my delay well, free snacks and great communication #travel",positive,American
2095,Flying @US Airways tomorrow morning to Chicago for a work trip,neutral,US Airways
1960,@JetBlue flight 245 departs at 9am from gate B12 #travel,neutral,JetBlue
1587,"worst experience with @JetBlue, missed my connection because of them",negative,JetBlue
1704,@United left my bag behind and won't answer the phone,negative,United
1279,"@American made my trip so easy, appreciate the effort",positive,American
2071,Looking at @Delta fares for a trip next month,neutral,Delta
1000,Huge thanks to @US Airways for the smooth check-in and on-time departure #travel,positive,US Airways
1021,"honestly @American did a great job today, no complaints at all",positive,American
1621,@American left my bag behind and won't answer the phone,negative,American
2381,"@Delta flight, some good some bad, about what I expected honestly !!",neutral,Delta
1532,My @American flight was overbooked and they bumped me without warning,negative,American
1844,@US Airways left my bag behind and won't answer the phone !!,negative,US Airways
1749,My @US Airways flight was overbooked and they bumped me without warning,negative,US Airways
1630,"@US Airways crew was so rude to an elderly passenger, unacceptable",negative,US Airways
1904,"@American charged hidden fees I never agreed to, so frustrated #travel",negative,American
1183,"@American made my trip so easy, appreciate the effort #travel",positive,American
1465,"@JetBlue cancelled my flight with no notice, absolutely furious",negative,JetBlue
2105,@Southwest flight 245 departs at 9am from gate B12 !!,neutral,Southwest
1986,"@JetBlue flight was pretty average, nothing special either way",neutral,JetBlue
1711,"Rude staff at @United check-in counter, never flying them again",negative,United
1634,My @United flight was overbooked and they bumped me without warning 😊,negative,United
2093,@American plane just pushed back from the gate,neutral,American
2309,wow @Southwest really outdid themselves this time... 4 hours late and counting !!,negative,Southwest
2310,wow @United really outdid themselves this time... 4 hours late and counting 😊,negative,United
2072,Flying @Southwest tomorrow morning to Chicago for a work trip !!,neutral,Southwest
1890,@JetBlue left my bag behind and won't answer the phone,negative,JetBlue
2155,Does anyone know the baggage policy for @United flights,neutral,United
2302,"thanks @JetBlue for losing my bag, exactly what I needed today",negative,JetBlue
2292,"thanks @United for losing my bag, exactly what I needed today",negative,United
1935,@US Airways just announced new routes to the Midwest this fall !!,positive,US Airways
2223,@US Airways flight 245 departs at 9am from gate B12,neutral,US Airways
2210,"Landed with @JetBlue, on time as scheduled",neutral,JetBlue
1362,"@United handled my delay well, free snacks and great communication #travel",positive,United
2104,Looking at @Delta fares for a trip next month,neutral,Delta
1276,"honestly @US Airways did a great job today, no complaints at all",positive,US Airways
1911,"@American lost my luggage again, worst airline ever !!",negative,American
2390,"@Delta flight, some good some bad, about what I expected honestly !!",neutral,Delta
1557,"@Southwest charged hidden fees I never agreed to, so frustrated !!",negative,Southwest
2107,"Checked in for my @Southwest flight, boarding starts at noon #travel",neutral,Southwest
1956,anyone else flying @Delta out of gate 22 today #travel,neutral,Delta
1975,Flying @US Airways tomorrow morning to Chicago for a work trip 😊,neutral,US Airways
1666,"@United delayed us 6 hours and gave zero updates, terrible !!",negative,United
1730,"@JetBlue crew was so rude to an elderly passenger, unacceptable",negative,JetBlue
2358,"flight was delayed but @United crew apologized and gave snacks, decent recovery",positive,United
1071,Smooth landing comfy seats on time @US Airways nailed it again #travel,positive,US Airways
1058,"honestly @US Airways did a great job today, no complaints at all",positive,US Airways
1349,"honestly @US Airways did a great job today, no complaints at all !!",positive,US Airways
2078,"Landed with @United, on time as scheduled",neutral,United
1268,Huge thanks to @Delta for the smooth check-in and on-time departure,positive,Delta
1258,"shoutout to @Delta for the free upgrade, made my day",positive,Delta
2283,wow @Southwest really outdid themselves this time... 4 hours late and counting,negative,Southwest
1907,Never flying @United again after how they treated my family today,negative,United
1581,My @Delta flight was overbooked and they bumped me without warning #travel,negative,Delta
1506,"@JetBlue delayed us 6 hours and gave zero updates, terrible",positive,JetBlue
1469,"worst experience with @JetBlue, missed my connection because of them",negative,JetBlue
1633,"Sitting on the tarmac for 3 hours with @US Airways, this is ridiculous",negative,US Airways
1798,"@Delta cancelled my flight with no notice, absolutely furious !!",negative,Delta
2341,"flight was delayed but @American crew apologized and gave snacks, decent recovery",positive,American
1172,@American flight attendants went above and beyond today #travel,positive,American
1318,Best airline experience in years thank you @American team !!,positive,American
2265,"@Southwest website was down earlier, back up now I think #travel",neutral,Southwest
1537,"@United delayed us 6 hours and gave zero updates, terrible",negative,United
1212,Huge thanks to @Southwest for the smooth check-in and on-time departure,positive,Southwest
1170,Just landed with @American and the crew was amazing! Best flight ever,positive,American
2073,Looking at @JetBlue fares for a trip next month,neutral,JetBlue
1813,Never flying @Delta again after how they treated my family today !!,negative,Delta
1053,"@JetBlue upgraded me for free, what a great surprise, flying again soon 😊",positive,JetBlue
1110,Just landed with @American and the crew was amazing! Best flight ever,positive,American
2123,"@Southwest website was down earlier, back up now I think",neutral,Southwest
1969,"@American website was down earlier, back up now I think",neutral,American
1130,"honestly @Southwest did a great job today, no complaints at all 😊",positive,Southwest
1195,"@US Airways made my trip so easy, appreciate the effort",positive,US Airways
1210,Loved the legroom and service on my @Delta flight today #travel,positive,Delta
